Estado, Ano, Semana, NumCasos 
'Mato Grosso', 2017, 6, 2 
'Mato Grosso do Sul', 2017, 6, 6 
'Minas Gerais', 2017, 6, 20 
'Paraná', 2017, 6, 12 
'Paraíba', 2017, 6, 2 
'Pará', 2017, 6, 28 
'Pernambuco', 2017, 6, 25 
'Piauí', 2017, 6, 0 
'Rio Grande do Norte', 2017, 6, 2 
'Rio Grande do Sul', 2017, 6, 10 
'Rio de Janeiro', 2017, 6, 8 
'Rondônia', 2017, 6, 2 
'Roraima', 2017, 6, 5 
'Santa Catarina', 2017, 6, 6 
'Sergipe', 2017, 6, 0 
'São Paulo', 2017, 6, 52 
'Tocantins', 2017, 6, 1 
'Acre', 2018, 6, 2 
'Alagoas', 2018, 6, 0 
'Amapá', 2018, 6, 0 
'Amazonas', 2018, 6, 4 
'Bahia', 2018, 6, 5 
'Ceará', 2018, 6, 5 
'Distrito Federal', 2018, 6, 8 
'Espírito Santo', 2018, 6, 2 
'Goiás', 2018, 6, 3 
'Maranhão', 2018, 6, 0 
'Mato Grosso', 2018, 6, 0 
'Mato Grosso do Sul', 2018, 6, 2 
'Minas Gerais', 2018, 6, 13 
'Paraná', 2018, 6, 31 
'Paraíba', 2018, 6, 1 
'Pará', 2018, 6, 13 
'Pernambuco', 2018, 6, 11 
'Piauí', 2018, 6, 3 
'Rio Grande do Norte', 2018, 6, 0 
'Rio Grande do Sul', 2018, 6, 8 
'Rio de Janeiro', 2018, 6, 5 
'Rondônia', 2018, 6, 0 
'Roraima', 2018, 6, 0 
'Santa Catarina', 2018, 6, 4 
'Sergipe', 2018, 6, 0 
'São Paulo', 2018, 6, 37 
'Tocantins', 2018, 6, 0 
'Acre', 2019, 6, 8 
'Alagoas', 2019, 6, 0 
'Amapá', 2019, 6, 0 
'Amazonas', 2019, 6, 23 
'Bahia', 2019, 6, 6 
'Ceará', 2019, 6, 15 
'Distrito Federal', 2019, 6, 9 
'Espírito Santo', 2019, 6, 3 
'Goiás', 2019, 6, 3 
'Maranhão', 2019, 6, 6 
'Mato Grosso', 2019, 6, 0 
'Mato Grosso do Sul', 2019, 6, 13 
'Minas Gerais', 2019, 6, 22 
'Paraná', 2019, 6, 20 
'Paraíba', 2019, 6, 4 
'Pará', 2019, 6, 14 
'Pernambuco', 2019, 6, 49 
'Piauí', 2019, 6, 9 
'Rio Grande do Norte', 2019, 6, 1 
'Rio Grande do Sul', 2019, 6, 9 
'Rio de Janeiro', 2019, 6, 13 
'Rondônia', 2019, 6, 2 
'Roraima', 2019, 6, 0 
'Santa Catarina', 2019, 6, 4 
'Sergipe', 2019, 6, 1 
'São Paulo', 2019, 6, 54 
'Tocantins', 2019, 6, 4 
'Acre', 2020, 6, 4 
'Alagoas', 2020, 6, 2 
'Amapá', 2020, 6, 0 
'Amazonas', 2020, 6, 22 
'Bahia', 2020, 6, 18 
'Ceará', 2020, 6, 29 
'Distrito Federal', 2020, 6, 15 
'Espírito Santo', 2020, 6, 3 
'Goiás', 2020, 6, 6 
'Maranhão', 2020, 6, 25 
'Mato Grosso', 2020, 6, 1 
'Mato Grosso do Sul', 2020, 6, 11 
'Minas Gerais', 2020, 6, 27 
'Paraná', 2020, 6, 39 
'Paraíba', 2020, 6, 4 
'Pará', 2020, 6, 12 
'Pernambuco', 2020, 6, 18 
'Piauí', 2020, 6, 3 
'Rio Grande do Norte', 2020, 6, 3 
'Rio Grande do Sul', 2020, 6, 13 
'Rio de Janeiro', 2020, 6, 3 
'Rondônia', 2020, 6, 0 
'Roraima', 2020, 6, 0 
'Santa Catarina', 2020, 6, 11 
'Sergipe', 2020, 6, 1 
'São Paulo', 2020, 6, 72 
'Tocantins', 2020, 6, 8 
'Acre', 2010, 7, 1 
'Alagoas', 2010, 7, 1 
'Amapá', 2010, 7, 0 
'Amazonas', 2010, 7, 2 
'Bahia', 2010, 7, 1 
'Ceará', 2010, 7, 2 
'Distrito Federal', 2010, 7, 1 
'Espírito Santo', 2010, 7, 0 
'Goiás', 2010, 7, 5 
'Maranhão', 2010, 7, 2 
'Mato Grosso', 2010, 7, 2 
'Mato Grosso do Sul', 2010, 7, 0 
'Minas Gerais', 2010, 7, 14 
'Paraná', 2010, 7, 30 
'Paraíba', 2010, 7, 0 
'Pará', 2010, 7, 33 
'Pernambuco', 2010, 7, 1 
'Piauí', 2010, 7, 2 
'Rio Grande do Norte', 2010, 7, 3 
'Rio Grande do Sul', 2010, 7, 4 
'Rio de Janeiro', 2010, 7, 1 
'Rondônia', 2010, 7, 0 
'Roraima', 2010, 7, 0 
'Santa Catarina', 2010, 7, 5 
'Sergipe', 2010, 7, 0 
'São Paulo', 2010, 7, 47 
'Tocantins', 2010, 7, 1 
'Acre', 2011, 7, 0 
'Alagoas', 2011, 7, 0 
'Amapá', 2011, 7, 0 
'Amazonas', 2011, 7, 0 
'Bahia', 2011, 7, 0 
'Ceará', 2011, 7, 1 
'Distrito Federal', 2011, 7, 0 
'Espírito Santo', 2011, 7, 0 
'Goiás', 2011, 7, 1 
'Maranhão', 2011, 7, 0 
'Mato Grosso', 2011, 7, 0 
'Mato Grosso do Sul', 2011, 7, 0 
'Minas Gerais', 2011, 7, 3 
'Paraná', 2011, 7, 5 
'Paraíba', 2011, 7, 0 
'Pará', 2011, 7, 1 
'Pernambuco', 2011, 7, 0 
'Piauí', 2011, 7, 6 
'Rio Grande do Norte', 2011, 7, 0 
'Rio Grande do Sul', 2011, 7, 5 
'Rio de Janeiro', 2011, 7, 0 
'Rondônia', 2011, 7, 1 
'Roraima', 2011, 7, 0 
'Santa Catarina', 2011, 7, 6 
'Sergipe', 2011, 7, 0 
'São Paulo', 2011, 7, 13 
'Tocantins', 2011, 7, 1 
'Acre', 2012, 7, 0 
'Alagoas', 2012, 7, 0 
'Amapá', 2012, 7, 0 
'Amazonas', 2012, 7, 1 
'Bahia', 2012, 7, 0 
'Ceará', 2012, 7, 1 
'Distrito Federal', 2012, 7, 0 
'Espírito Santo', 2012, 7, 0 
'Goiás', 2012, 7, 1 
'Maranhão', 2012, 7, 0 
'Mato Grosso', 2012, 7, 2 
'Mato Grosso do Sul', 2012, 7, 0 
'Minas Gerais', 2012, 7, 35 
'Paraná', 2012, 7, 8 
'Paraíba', 2012, 7, 0 
'Pará', 2012, 7, 0 
'Pernambuco', 2012, 7, 0 
'Piauí', 2012, 7, 0 
'Rio Grande do Norte', 2012, 7, 2 
'Rio Grande do Sul', 2012, 7, 3 
'Rio de Janeiro', 2012, 7, 1 
'Rondônia', 2012, 7, 0 
'Roraima', 2012, 7, 0 
'Santa Catarina', 2012, 7, 1 
'Sergipe', 2012, 7, 0 
'São Paulo', 2012, 7, 12 
'Tocantins', 2012, 7, 0 
'Acre', 2013, 7, 0 
'Alagoas', 2013, 7, 0 
'Amapá', 2013, 7, 0 
'Amazonas', 2013, 7, 0 
'Bahia', 2013, 7, 4 
'Ceará', 2013, 7, 3 
'Distrito Federal', 2013, 7, 0 
'Espírito Santo', 2013, 7, 0 
'Goiás', 2013, 7, 4 
'Maranhão', 2013, 7, 1 
'Mato Grosso', 2013, 7, 1 
'Mato Grosso do Sul', 2013, 7, 1 
'Minas Gerais', 2013, 7, 39 
'Paraná', 2013, 7, 7 
'Paraíba', 2013, 7, 0 
'Pará', 2013, 7, 1 
'Pernambuco', 2013, 7, 26 
'Piauí', 2013, 7, 2 
'Rio Grande do Norte', 2013, 7, 1 
'Rio Grande do Sul', 2013, 7, 7 
'Rio de Janeiro', 2013, 7, 2 
'Rondônia', 2013, 7, 0 
'Roraima', 2013, 7, 0 
'Santa Catarina', 2013, 7, 8 
'Sergipe', 2013, 7, 0 
'São Paulo', 2013, 7, 18 
'Tocantins', 2013, 7, 0 
'Acre', 2014, 7, 3 
'Alagoas', 2014, 7, 0 
'Amapá', 2014, 7, 0 
'Amazonas', 2014, 7, 0 
'Bahia', 2014, 7, 1 
'Ceará', 2014, 7, 2 
'Distrito Federal', 2014, 7, 1 
'Espírito Santo', 2014, 7, 0 
'Goiás', 2014, 7, 5 
'Maranhão', 2014, 7, 1 
'Mato Grosso', 2014, 7, 0 
'Mato Grosso do Sul', 2014, 7, 5 
'Minas Gerais', 2014, 7, 36 
'Paraná', 2014, 7, 12 
'Paraíba', 2014, 7, 0 
'Pará', 2014, 7, 6 
'Pernambuco', 2014, 7, 9 
'Piauí', 2014, 7, 2 
'Rio Grande do Norte', 2014, 7, 0 
'Rio Grande do Sul', 2014, 7, 12 
'Rio de Janeiro', 2014, 7, 10 
'Rondônia', 2014, 7, 1 
'Roraima', 2014, 7, 0 
'Santa Catarina', 2014, 7, 10 
'Sergipe', 2014, 7, 0 
'São Paulo', 2014, 7, 35 
'Tocantins', 2014, 7, 0 
'Acre', 2015, 7, 0 
'Alagoas', 2015, 7, 0 
'Amapá', 2015, 7, 0 
'Amazonas', 2015, 7, 0 
'Bahia', 2015, 7, 10 
'Ceará', 2015, 7, 2 
'Distrito Federal', 2015, 7, 2 
'Espírito Santo', 2015, 7, 0 
'Goiás', 2015, 7, 7 
'Maranhão', 2015, 7, 2 
'Mato Grosso', 2015, 7, 0 
'Mato Grosso do Sul', 2015, 7, 3 
'Minas Gerais', 2015, 7, 17 
'Paraná', 2015, 7, 17 
'Paraíba', 2015, 7, 0 
'Pará', 2015, 7, 0 
'Pernambuco', 2015, 7, 11 
'Piauí', 2015, 7, 0 
'Rio Grande do Norte', 2015, 7, 3 
'Rio Grande do Sul', 2015, 7, 18 
'Rio de Janeiro', 2015, 7, 2 
'Rondônia', 2015, 7, 1 
'Roraima', 2015, 7, 0 
'Santa Catarina', 2015, 7, 8 
'Sergipe', 2015, 7, 0 
'São Paulo', 2015, 7, 35 
'Tocantins', 2015, 7, 0 
'Acre', 2016, 7, 1 
'Alagoas', 2016, 7, 1 
'Amapá', 2016, 7, 0 
'Amazonas', 2016, 7, 1 
'Bahia', 2016, 7, 10 
'Ceará', 2016, 7, 1 
'Distrito Federal', 2016, 7, 1 
'Espírito Santo', 2016, 7, 0 
'Goiás', 2016, 7, 5 
'Maranhão', 2016, 7, 0 
'Mato Grosso', 2016, 7, 1 
'Mato Grosso do Sul', 2016, 7, 5 
'Minas Gerais', 2016, 7, 23 
'Paraná', 2016, 7, 26 
'Paraíba', 2016, 7, 1 
'Pará', 2016, 7, 5 
'Pernambuco', 2016, 7, 24 
'Piauí', 2016, 7, 0 
'Rio Grande do Norte', 2016, 7, 2 
'Rio Grande do Sul', 2016, 7, 5 
'Rio de Janeiro', 2016, 7, 4 
'Rondônia', 2016, 7, 0 
'Roraima', 2016, 7, 0 
'Santa Catarina', 2016, 7, 9 
'Sergipe', 2016, 7, 0 
'São Paulo', 2016, 7, 85 
'Tocantins', 2016, 7, 1 
'Acre', 2017, 7, 7 
'Alagoas', 2017, 7, 0 
'Amapá', 2017, 7, 0 
'Amazonas', 2017, 7, 3 
'Bahia', 2017, 7, 9 
'Ceará', 2017, 7, 5 
'Distrito Federal', 2017, 7, 20 
'Espírito Santo', 2017, 7, 3 
'Goiás', 2017, 7, 11 
'Maranhão', 2017, 7, 0 
'Mato Grosso', 2017, 7, 2 
'Mato Grosso do Sul', 2017, 7, 10 
'Minas Gerais', 2017, 7, 33 
'Paraná', 2017, 7, 22 
'Paraíba', 2017, 7, 1 
'Pará', 2017, 7, 28 
'Pernambuco', 2017, 7, 24 
'Piauí', 2017, 7, 0 
'Rio Grande do Norte', 2017, 7, 0 
'Rio Grande do Sul', 2017, 7, 13 
'Rio de Janeiro', 2017, 7, 7 
'Rondônia', 2017, 7, 1 
'Roraima', 2017, 7, 0 
'Santa Catarina', 2017, 7, 7 
'Sergipe', 2017, 7, 1 
'São Paulo', 2017, 7, 85 
'Tocantins', 2017, 7, 3 
'Acre', 2018, 7, 2 
'Alagoas', 2018, 7, 1 
'Amapá', 2018, 7, 0 
'Amazonas', 2018, 7, 9 
'Bahia', 2018, 7, 6 
'Ceará', 2018, 7, 1 
'Distrito Federal', 2018, 7, 14 
'Espírito Santo', 2018, 7, 4 
'Goiás', 2018, 7, 12 
'Maranhão', 2018, 7, 0 
'Mato Grosso', 2018, 7, 2 
'Mato Grosso do Sul', 2018, 7, 8 
'Minas Gerais', 2018, 7, 10 
'Paraná', 2018, 7, 20 
'Paraíba', 2018, 7, 2 
'Pará', 2018, 7, 7 
'Pernambuco', 2018, 7, 7 
'Piauí', 2018, 7, 2 
'Rio Grande do Norte', 2018, 7, 3 
'Rio Grande do Sul', 2018, 7, 4 
'Rio de Janeiro', 2018, 7, 6 
'Rondônia', 2018, 7, 0 
'Roraima', 2018, 7, 0 
'Santa Catarina', 2018, 7, 5 
'Sergipe', 2018, 7, 2 
'São Paulo', 2018, 7, 53 
'Tocantins', 2018, 7, 1 
'Acre', 2019, 7, 3 
'Alagoas', 2019, 7, 2 
'Amapá', 2019, 7, 1 
'Amazonas', 2019, 7, 86 
'Bahia', 2019, 7, 11 
'Ceará', 2019, 7, 19 
'Distrito Federal', 2019, 7, 27 
'Espírito Santo', 2019, 7, 2 
'Goiás', 2019, 7, 11 
'Maranhão', 2019, 7, 1 
'Mato Grosso', 2019, 7, 5 
'Mato Grosso do Sul', 2019, 7, 12 
'Minas Gerais', 2019, 7, 29 
'Paraná', 2019, 7, 35 
'Paraíba', 2019, 7, 4 
'Pará', 2019, 7, 11 
'Pernambuco', 2019, 7, 66 
'Piauí', 2019, 7, 6 
'Rio Grande do Norte', 2019, 7, 3 
'Rio Grande do Sul', 2019, 7, 9 
'Rio de Janeiro', 2019, 7, 9 
'Rondônia', 2019, 7, 0 
'Roraima', 2019, 7, 0 
'Santa Catarina', 2019, 7, 5 
'Sergipe', 2019, 7, 2 
'São Paulo', 2019, 7, 61 
'Tocantins', 2019, 7, 3 
'Acre', 2020, 7, 2 
'Alagoas', 2020, 7, 3 
'Amapá', 2020, 7, 1 
'Amazonas', 2020, 7, 22 
'Bahia', 2020, 7, 17 
'Ceará', 2020, 7, 35 
'Distrito Federal', 2020, 7, 27 
'Espírito Santo', 2020, 7, 6 
'Goiás', 2020, 7, 11 
'Maranhão', 2020, 7, 33 
'Mato Grosso', 2020, 7, 2 
'Mato Grosso do Sul', 2020, 7, 5 
'Minas Gerais', 2020, 7, 36 
'Paraná', 2020, 7, 49 
'Paraíba', 2020, 7, 7 
'Pará', 2020, 7, 9 
'Pernambuco', 2020, 7, 17 
'Piauí', 2020, 7, 12 
'Rio Grande do Norte', 2020, 7, 1 
'Rio Grande do Sul', 2020, 7, 16 
'Rio de Janeiro', 2020, 7, 14 
'Rondônia', 2020, 7, 0 
'Roraima', 2020, 7, 0 
'Santa Catarina', 2020, 7, 9 
'Sergipe', 2020, 7, 2 
'São Paulo', 2020, 7, 108 
'Tocantins', 2020, 7, 4 
'Acre', 2010, 8, 2 
'Alagoas', 2010, 8, 2 
'Amapá', 2010, 8, 1 
'Amazonas', 2010, 8, 7 
'Bahia', 2010, 8, 3 
'Ceará', 2010, 8, 7 
'Distrito Federal', 2010, 8, 3 
'Espírito Santo', 2010, 8, 0 
'Goiás', 2010, 8, 4 
'Maranhão', 2010, 8, 4 
'Mato Grosso', 2010, 8, 1 
'Mato Grosso do Sul', 2010, 8, 0 
'Minas Gerais', 2010, 8, 14 
'Paraná', 2010, 8, 29 
'Paraíba', 2010, 8, 1 
'Pará', 2010, 8, 67 
'Pernambuco', 2010, 8, 5 
'Piauí', 2010, 8, 2 
'Rio Grande do Norte', 2010, 8, 2 
'Rio Grande do Sul', 2010, 8, 4 
'Rio de Janeiro', 2010, 8, 3 
'Rondônia', 2010, 8, 0 
'Roraima', 2010, 8, 0 
'Santa Catarina', 2010, 8, 4 
'Sergipe', 2010, 8, 0 
'São Paulo', 2010, 8, 71 
'Tocantins', 2010, 8, 0 
'Acre', 2011, 8, 0 
'Alagoas', 2011, 8, 0 
'Amapá', 2011, 8, 0 
'Amazonas', 2011, 8, 0 
'Bahia', 2011, 8, 0 
'Ceará', 2011, 8, 0 
'Distrito Federal', 2011, 8, 0 
'Espírito Santo', 2011, 8, 2 
'Goiás', 2011, 8, 1 
'Maranhão', 2011, 8, 0 
'Mato Grosso', 2011, 8, 0 
'Mato Grosso do Sul', 2011, 8, 1 
'Minas Gerais', 2011, 8, 1 
'Paraná', 2011, 8, 13 
'Paraíba', 2011, 8, 0 
'Pará', 2011, 8, 0 
'Pernambuco', 2011, 8, 0 
'Piauí', 2011, 8, 1 
'Rio Grande do Norte', 2011, 8, 0 
'Rio Grande do Sul', 2011, 8, 0 
'Rio de Janeiro', 2011, 8, 0 
'Rondônia', 2011, 8, 0 
'Roraima', 2011, 8, 0 
'Santa Catarina', 2011, 8, 4 
'Sergipe', 2011, 8, 0 
'São Paulo', 2011, 8, 8 
'Tocantins', 2011, 8, 0 
'Acre', 2012, 8, 1 
'Alagoas', 2012, 8, 1 
'Amapá', 2012, 8, 0 
'Amazonas', 2012, 8, 2 
'Bahia', 2012, 8, 0 
'Ceará', 2012, 8, 1 
'Distrito Federal', 2012, 8, 1 
'Espírito Santo', 2012, 8, 0 
'Goiás', 2012, 8, 4 
'Maranhão', 2012, 8, 2 
'Mato Grosso', 2012, 8, 0 
'Mato Grosso do Sul', 2012, 8, 1 
'Minas Gerais', 2012, 8, 32 
'Paraná', 2012, 8, 11 
'Paraíba', 2012, 8, 0 
'Pará', 2012, 8, 1 
'Pernambuco', 2012, 8, 1 
'Piauí', 2012, 8, 0 
'Rio Grande do Norte', 2012, 8, 3 
'Rio Grande do Sul', 2012, 8, 0 
'Rio de Janeiro', 2012, 8, 1 
'Rondônia', 2012, 8, 1 
'Roraima', 2012, 8, 0 
'Santa Catarina', 2012, 8, 3 
'Sergipe', 2012, 8, 0 
'São Paulo', 2012, 8, 11 
'Tocantins', 2012, 8, 0 
'Acre', 2013, 8, 0 
'Alagoas', 2013, 8, 0 
'Amapá', 2013, 8, 0 
'Amazonas', 2013, 8, 0 
'Bahia', 2013, 8, 3 
'Ceará', 2013, 8, 4 
'Distrito Federal', 2013, 8, 0 
'Espírito Santo', 2013, 8, 0 
'Goiás', 2013, 8, 6 
'Maranhão', 2013, 8, 0 
'Mato Grosso', 2013, 8, 1 
'Mato Grosso do Sul', 2013, 8, 0 
'Minas Gerais', 2013, 8, 34 
'Paraná', 2013, 8, 15 
'Paraíba', 2013, 8, 0 
'Pará', 2013, 8, 2 
'Pernambuco', 2013, 8, 12 
'Piauí', 2013, 8, 0 
'Rio Grande do Norte', 2013, 8, 2 
'Rio Grande do Sul', 2013, 8, 3 
'Rio de Janeiro', 2013, 8, 4 
'Rondônia', 2013, 8, 0 
'Roraima', 2013, 8, 0 
'Santa Catarina', 2013, 8, 4 
'Sergipe', 2013, 8, 0 
'São Paulo', 2013, 8, 21 
'Tocantins', 2013, 8, 0 
'Acre', 2014, 8, 6 
'Alagoas', 2014, 8, 0 
'Amapá', 2014, 8, 0 
'Amazonas', 2014, 8, 1 
'Bahia', 2014, 8, 3 
'Ceará', 2014, 8, 0 
'Distrito Federal', 2014, 8, 0 
'Espírito Santo', 2014, 8, 0 
'Goiás', 2014, 8, 4 
'Maranhão', 2014, 8, 0 
'Mato Grosso', 2014, 8, 1 
'Mato Grosso do Sul', 2014, 8, 3 
'Minas Gerais', 2014, 8, 48 
'Paraná', 2014, 8, 11 
'Paraíba', 2014, 8, 0 
'Pará', 2014, 8, 4 
'Pernambuco', 2014, 8, 5 
'Piauí', 2014, 8, 7 
'Rio Grande do Norte', 2014, 8, 1 
'Rio Grande do Sul', 2014, 8, 6 
'Rio de Janeiro', 2014, 8, 2 
'Rondônia', 2014, 8, 0 
'Roraima', 2014, 8, 0 
'Santa Catarina', 2014, 8, 8 
'Sergipe', 2014, 8, 0 
'São Paulo', 2014, 8, 30 
'Tocantins', 2014, 8, 1 
'Acre', 2015, 8, 1 
'Alagoas', 2015, 8, 0 
'Amapá', 2015, 8, 0 
'Amazonas', 2015, 8, 0 
'Bahia', 2015, 8, 7 
'Ceará', 2015, 8, 1 
'Distrito Federal', 2015, 8, 1 
'Espírito Santo', 2015, 8, 0 
'Goiás', 2015, 8, 5 
'Maranhão', 2015, 8, 0 
'Mato Grosso', 2015, 8, 0 
'Mato Grosso do Sul', 2015, 8, 7 
'Minas Gerais', 2015, 8, 21 
'Paraná', 2015, 8, 24 
'Paraíba', 2015, 8, 0 
'Pará', 2015, 8, 3 
'Pernambuco', 2015, 8, 25 
'Piauí', 2015, 8, 0 
'Rio Grande do Norte', 2015, 8, 1 
'Rio Grande do Sul', 2015, 8, 19 
'Rio de Janeiro', 2015, 8, 4 
'Rondônia', 2015, 8, 0 
'Roraima', 2015, 8, 0 
'Santa Catarina', 2015, 8, 6 
'Sergipe', 2015, 8, 0 
'São Paulo', 2015, 8, 36 
'Tocantins', 2015, 8, 0 
'Acre', 2016, 8, 1 
'Alagoas', 2016, 8, 1 
'Amapá', 2016, 8, 0 
'Amazonas', 2016, 8, 0 
'Bahia', 2016, 8, 9 
'Ceará', 2016, 8, 1 
'Distrito Federal', 2016, 8, 2 
'Espírito Santo', 2016, 8, 4 
'Goiás', 2016, 8, 4 
'Maranhão', 2016, 8, 1 
'Mato Grosso', 2016, 8, 0 
'Mato Grosso do Sul', 2016, 8, 0 
'Minas Gerais', 2016, 8, 11 
'Paraná', 2016, 8, 35 
'Paraíba', 2016, 8, 1 
'Pará', 2016, 8, 5 
'Pernambuco', 2016, 8, 13 
'Piauí', 2016, 8, 2 
'Rio Grande do Norte', 2016, 8, 4 
'Rio Grande do Sul', 2016, 8, 9 
'Rio de Janeiro', 2016, 8, 3 
'Rondônia', 2016, 8, 1 
'Roraima', 2016, 8, 0 
'Santa Catarina', 2016, 8, 5 
'Sergipe', 2016, 8, 0 
'São Paulo', 2016, 8, 118 
'Tocantins', 2016, 8, 0 
'Acre', 2017, 8, 2 
'Alagoas', 2017, 8, 0 
'Amapá', 2017, 8, 0 
'Amazonas', 2017, 8, 0 
'Bahia', 2017, 8, 4 
'Ceará', 2017, 8, 2 
'Distrito Federal', 2017, 8, 28 
'Espírito Santo', 2017, 8, 2 
'Goiás', 2017, 8, 14 
'Maranhão', 2017, 8, 0 
'Mato Grosso', 2017, 8, 1 
'Mato Grosso do Sul', 2017, 8, 17 
'Minas Gerais', 2017, 8, 22 
'Paraná', 2017, 8, 43 
'Paraíba', 2017, 8, 0 
'Pará', 2017, 8, 20 
'Pernambuco', 2017, 8, 35 
'Piauí', 2017, 8, 3 
'Rio Grande do Norte', 2017, 8, 0 
'Rio Grande do Sul', 2017, 8, 19 
'Rio de Janeiro', 2017, 8, 8 
'Rondônia', 2017, 8, 1 
'Roraima', 2017, 8, 0 
'Santa Catarina', 2017, 8, 0 
'Sergipe', 2017, 8, 1 
'São Paulo', 2017, 8, 68 
'Tocantins', 2017, 8, 4 
'Acre', 2018, 8, 2 
'Alagoas', 2018, 8, 0 
'Amapá', 2018, 8, 0 
'Amazonas', 2018, 8, 5 
'Bahia', 2018, 8, 12 
'Ceará', 2018, 8, 1 
'Distrito Federal', 2018, 8, 15 
'Espírito Santo', 2018, 8, 6 
'Goiás', 2018, 8, 16 
'Maranhão', 2018, 8, 2 
'Mato Grosso', 2018, 8, 3 
'Mato Grosso do Sul', 2018, 8, 7 
'Minas Gerais', 2018, 8, 14 
'Paraná', 2018, 8, 32 
'Paraíba', 2018, 8, 0 
'Pará', 2018, 8, 8 
'Pernambuco', 2018, 8, 18 
'Piauí', 2018, 8, 2 
'Rio Grande do Norte', 2018, 8, 2 
'Rio Grande do Sul', 2018, 8, 8 
'Rio de Janeiro', 2018, 8, 7 
'Rondônia', 2018, 8, 1 
'Roraima', 2018, 8, 0 
'Santa Catarina', 2018, 8, 5 
'Sergipe', 2018, 8, 1 
'São Paulo', 2018, 8, 65 
'Tocantins', 2018, 8, 1 
'Acre', 2019, 8, 6 
'Alagoas', 2019, 8, 2 
'Amapá', 2019, 8, 1 
'Amazonas', 2019, 8, 155 
'Bahia', 2019, 8, 14 
'Ceará', 2019, 8, 31 
'Distrito Federal', 2019, 8, 56 
'Espírito Santo', 2019, 8, 3 
'Goiás', 2019, 8, 15 
'Maranhão', 2019, 8, 3 
'Mato Grosso', 2019, 8, 3 
'Mato Grosso do Sul', 2019, 8, 9 
'Minas Gerais', 2019, 8, 20 
'Paraná', 2019, 8, 41 
'Paraíba', 2019, 8, 7 
'Pará', 2019, 8, 17 
'Pernambuco', 2019, 8, 98 
'Piauí', 2019, 8, 15 
'Rio Grande do Norte', 2019, 8, 3 
'Rio Grande do Sul', 2019, 8, 10 
'Rio de Janeiro', 2019, 8, 17 
'Rondônia', 2019, 8, 0 
'Roraima', 2019, 8, 0 
'Santa Catarina', 2019, 8, 10 
'Sergipe', 2019, 8, 1 
'São Paulo', 2019, 8, 78 
'Tocantins', 2019, 8, 4 
'Acre', 2020, 8, 5 
'Alagoas', 2020, 8, 0 
'Amapá', 2020, 8, 0 
'Amazonas', 2020, 8, 38 
'Bahia', 2020, 8, 23 
'Ceará', 2020, 8, 33 
'Distrito Federal', 2020, 8, 37 
'Espírito Santo', 2020, 8, 5 
'Goiás', 2020, 8, 9 
'Maranhão', 2020, 8, 54 
'Mato Grosso', 2020, 8, 7 
'Mato Grosso do Sul', 2020, 8, 8 
'Minas Gerais', 2020, 8, 34 
'Paraná', 2020, 8, 42 
'Paraíba', 2020, 8, 1 
'Pará', 2020, 8, 17 
'Pernambuco', 2020, 8, 48 
'Piauí', 2020, 8, 9 
'Rio Grande do Norte', 2020, 8, 2 
'Rio Grande do Sul', 2020, 8, 21 
'Rio de Janeiro', 2020, 8, 11 
'Rondônia', 2020, 8, 0 
'Roraima', 2020, 8, 0 
'Santa Catarina', 2020, 8, 17 
'Sergipe', 2020, 8, 2 
'São Paulo', 2020, 8, 166 
'Tocantins', 2020, 8, 5 
'Acre', 2010, 9, 4 
'Alagoas', 2010, 9, 2 
'Amapá', 2010, 9, 2 
'Amazonas', 2010, 9, 4 
'Bahia', 2010, 9, 0 
'Ceará', 2010, 9, 6 
'Distrito Federal', 2010, 9, 4 
'Espírito Santo', 2010, 9, 0 
'Goiás', 2010, 9, 15 
'Maranhão', 2010, 9, 6 
'Mato Grosso', 2010, 9, 4 
'Mato Grosso do Sul', 2010, 9, 1 
'Minas Gerais', 2010, 9, 14 
'Paraná', 2010, 9, 62 
'Paraíba', 2010, 9, 1 
'Pará', 2010, 9, 94 
'Pernambuco', 2010, 9, 4 
'Piauí', 2010, 9, 2 
'Rio Grande do Norte', 2010, 9, 3 
'Rio Grande do Sul', 2010, 9, 7 
'Rio de Janeiro', 2010, 9, 5 
'Rondônia', 2010, 9, 4 
'Roraima', 2010, 9, 0 
'Santa Catarina', 2010, 9, 13 
'Sergipe', 2010, 9, 0 
'São Paulo', 2010, 9, 124 
'Tocantins', 2010, 9, 0 
'Acre', 2011, 9, 0 
'Alagoas', 2011, 9, 0 
'Amapá', 2011, 9, 0 
'Amazonas', 2011, 9, 0 
'Bahia', 2011, 9, 0 
'Ceará', 2011, 9, 0 
'Distrito Federal', 2011, 9, 0 
'Espírito Santo', 2011, 9, 0 
'Goiás', 2011, 9, 5 
'Maranhão', 2011, 9, 1 
'Mato Grosso', 2011, 9, 0 
'Mato Grosso do Sul', 2011, 9, 0 
'Minas Gerais', 2011, 9, 2 
'Paraná', 2011, 9, 13 
'Paraíba', 2011, 9, 0 
'Pará', 2011, 9, 0 
'Pernambuco', 2011, 9, 0 
'Piauí', 2011, 9, 6 
'Rio Grande do Norte', 2011, 9, 1 
'Rio Grande do Sul', 2011, 9, 3 
'Rio de Janeiro', 2011, 9, 1 
'Rondônia', 2011, 9, 0 
'Roraima', 2011, 9, 0 
'Santa Catarina', 2011, 9, 3 
'Sergipe', 2011, 9, 0 
'São Paulo', 2011, 9, 7 
